,Unnamed: 0,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread,product_name,Unnamed: 0.2,Unnamed: 0.1
16,218,2019-01-27,$0.46,$0.89,$1.75,$1.31,$1.24,182.07%,Avocados,,
17,230,2019-01-20,$0.51,$0.89,$1.68,$1.31,$1.24,150.98%,Avocados,,
18,243,2019-01-13,$0.56,$0.97,$1.23,$1.25,$1.24,109.38%,Avocados,,
19,256,2019-01-06,$0.56,$0.91,$1.26,$0.85,$1.18,87.50%,Avocados,,
20,269,2018-12-30,$0.48,$0.97,$1.48,$1.25,$1.32,161.46%,Avocados,,
21,284,2018-12-23,$0.46,$0.92,$1.02,$1.00,$1.51,141.85%,Avocados,,
22,299,2018-12-16,$0.47,$1.04,$1.39,$1.31,$1.49,178.19%,Avocados,,
23,314,2018-12-09,$0.48,$1.01,$1.44,$1.31,$1.69,183.85%,Avocados,,
24,328,2018-12-02,$0.55,$1.06,$1.69,$1.56,$1.94,184.09%,Avocados,,
25,341,2018-11-25,$0.65,$1.11,$1.82,$1.62,$2.17,158.46%,Avocados,,
26,480,2018-09-23,$0.79,$0.97,$1.48,$1.17,$1.59,64.87%,Avocados,,
27,496,2018-09-16,$0.82,$1.01,$1.55,$1.50,$1.59,72.26%,Avocados,,
28,515,2018-09-09,$0.90,$1.03,$1.73,$1.75,$1.59,69.44%,Avocados,,
29,531,2018-09-02,$0.94,$1.08,$1.51,$1.75,$1.59,57.71%,Avocados,,
30,547,2018-08-26,$0.88,$1.03,$1.40,$1.37,$1.51,50.85%,Avocados,,
31,567,2018-08-19,$1.15,$1.03,$1.82,$1.68,$1.48,30.65%,Avocados,,
32,587,2018-08-12,$1.18,$1.03,$1.31,$1.37,$1.54,11.23%,Avocados,,
33,608,2018-08-05,$1.23,$0.91,$1.23,$1.30,$1.48,0.00%,Avocados,,
34,626,2018-07-29,$1.03,$0.97,$1.59,$1.25,$1.59,31.07%,Avocados,,
35,649,2018-07-22,$0.86,$0.97,$1.69,$1.06,$1.48,51.16%,Avocados,,
36,666,2018-07-15,$0.87,$1.17,$1.34,$1.25,$1.59,53.74%,Avocados,,
37,685,2018-07-08,$0.87,$1.05,$1.50,$1.25,$1.62,55.75%,Avocados,,
38,703,2018-07-01,$0.89,$0.89,$1.52,$1.25,$1.48,44.38%,Avocados,,
39,722,2018-06-24,$0.89,$0.94,$1.39,$1.25,$1.54,43.82%,Avocados,,
40,739,2018-06-17,$0.86,$0.97,$1.39,$1.25,$1.43,46.51%,Avocados,,
41,757,2018-06-10,$0.86,$0.97,$1.59,$1.24,$1.62,57.56%,Avocados,,
42,775,2018-06-03,$0.86,$0.95,$1.35,$1.25,$1.62,50.29%,Avocados,,
43,793,2018-05-27,$0.86,$0.95,$1.47,$0.99,$1.59,45.35%,Avocados,,
44,809,2018-05-20,$0.83,$0.94,$1.69,$1.25,$1.51,62.35%,Avocados,,
45,824,2018-05-13,$0.83,$0.97,$1.31,$0.99,$1.59,46.39%,Avocados,,
46,839,2018-05-06,$0.85,$0.97,$1.51,$1.25,$1.50,53.82%,Avocados,,
47,853,2018-04-29,$0.85,$0.82,$0.97,$0.84,$0.89,3.53%,Avocados,,
48,867,2018-04-22,$0.85,$0.99,$1.54,$1.43,$1.59,63.24%,Avocados,,
49,881,2018-04-15,$0.85,$0.99,$1.51,$1.31,$1.59,58.82%,Avocados,,
50,895,2018-04-08,$0.47,$1.04,$1.43,$1.44,$1.35,179.79%,Avocados,,
51,909,2018-04-01,$0.86,$0.98,$1.51,$1.17,$1.62,53.49%,Avocados,,
52,923,2018-03-25,$0.86,$1.04,$1.51,$1.56,$1.62,66.57%,Avocados,,
53,937,2018-03-18,$0.86,$1.04,$1.43,$1.31,$1.66,58.14%,Avocados,,
54,950,2018-03-11,$0.85,$1.04,$1.76,$1.48,$1.33,65.00%,Avocados,,
55,963,2018-02-25,$0.82,$1.12,$1.76,$1.53,$1.49,79.88%,Avocados,,
56,976,2018-02-18,$0.85,$1.09,$1.76,$1.43,$1.67,75.00%,Avocados,,
57,988,2018-02-11,$0.82,$1.09,$1.76,$1.51,$1.58,81.10%,Avocados,,
58,1000,2018-02-04,$0.82,$0.87,$1.45,$1.31,$1.32,50.91%,Avocados,,
59,1013,2018-01-28,$0.73,$1.23,$1.41,$1.69,$1.66,105.14%,Avocados,,
60,1301,2017-09-10,$1.87,$1.52,$2.00,$1.99,$2.07,1.34%,Avocados,,
61,1359,2017-08-20,$1.69,$1.52,$1.89,$2.17,$2.07,13.17%,Avocados,,
62,1378,2017-08-13,$1.71,$1.47,$1.88,$1.93,$1.74,2.63%,Avocados,,
63,1397,2017-08-06,$1.60,$1.31,$1.75,$1.44,$2.00,1.56%,Avocados,,
64,1417,2017-07-30,$1.39,$1.41,$1.67,$1.59,$1.82,16.73%,Avocados,,
65,1437,2017-07-23,$1.09,$1.39,$1.67,$1.75,$1.65,48.17%,Avocados,,
66,1457,2017-07-16,$1.03,$1.39,$1.54,$1.82,$1.82,59.47%,Avocados,,
67,1477,2017-07-09,$1.03,$1.29,$1.45,$1.75,$1.74,51.21%,Avocados,,
68,1497,2017-07-02,$1.04,$1.39,$1.65,$1.75,$2.00,63.22%,Avocados,,
69,1517,2017-06-25,$1.04,$1.41,$1.45,$1.75,$1.87,55.77%,Avocados,,
70,1535,2017-06-18,$1.07,$1.32,$1.68,$1.59,$1.72,47.43%,Avocados,,
71,1554,2017-06-11,$1.05,$1.32,$1.41,$1.62,$1.86,47.86%,Avocados,,
72,1570,2017-06-04,$1.10,$1.39,$1.81,$1.75,$1.72,51.59%,Avocados,,
73,1586,2017-05-28,$1.07,$1.31,$1.77,$1.59,$2.09,57.94%,Avocados,,
74,1602,2017-05-21,$1.14,$1.31,$1.77,$1.75,$2.09,51.75%,Avocados,,
75,1615,2017-05-14,$1.16,$1.31,$1.50,$1.75,$2.09,43.32%,Avocados,,
76,1629,2017-05-07,$1.16,$1.44,$1.65,$1.62,$1.80,40.30%,Avocados,,
77,1642,2017-04-30,$1.17,$1.07,$1.53,$1.44,$1.95,27.99%,Avocados,,
78,1654,2017-04-23,$1.17,$1.28,$1.77,$1.62,$2.09,44.44%,Avocados,,
79,1668,2017-04-16,$1.20,$1.39,$1.77,$1.59,$1.88,38.13%,Avocados,,
80,1680,2017-04-09,$1.14,$1.51,$1.67,$1.75,$2.09,53.95%,Avocados,,
81,1694,2017-04-02,$1.11,$1.43,$1.67,$1.75,$2.09,56.31%,Avocados,,
82,1706,2017-03-26,$1.06,$1.47,$1.60,$1.75,$2.04,61.79%,Avocados,,
83,1719,2017-03-19,$1.10,$1.79,$2.00,$0.79,$1.28,33.18%,Avocados,,
84,1730,2017-03-12,$1.10,$1.46,$1.60,$1.75,$1.95,53.64%,Avocados,,
85,1741,2017-03-05,$1.11,$1.49,$1.62,$1.70,$1.91,51.35%,Avocados,,
86,1752,2017-02-26,$1.11,$1.44,$1.67,$1.62,$1.62,43.02%,Avocados,,
87,2090,2016-08-28,$1.16,$1.09,$1.74,$1.49,$1.50,25.43%,Avocados,,
88,2105,2016-08-21,$1.18,$1.21,$1.74,$1.42,$1.54,25.21%,Avocados,,
89,2123,2016-08-14,$1.18,$1.36,$1.74,$1.49,$2.50,50.21%,Avocados,,
90,2139,2016-08-07,$1.18,$1.01,$1.74,$1.56,$1.87,30.93%,Avocados,,
91,2158,2016-07-31,$1.20,$1.21,$1.74,$1.53,$2.17,38.54%,Avocados,,
92,2176,2016-07-24,$1.21,$1.36,$1.74,$1.53,$1.87,34.30%,Avocados,,
93,2188,2016-07-17,$1.28,$1.44,$1.66,$1.53,$1.72,24.02%,Avocados,,
94,2204,2016-07-10,$1.28,$1.24,$1.61,$1.61,$1.66,19.53%,Avocados,,
95,2219,2016-07-03,$1.16,$1.24,$1.74,$1.52,$1.59,31.25%,Avocados,,
96,2237,2016-06-26,$1.16,$1.12,$1.48,$1.34,$1.38,14.66%,Avocados,,
97,2252,2016-06-19,$0.95,$1.07,$1.48,$1.34,$1.49,41.58%,Avocados,,
98,2268,2016-06-12,$0.83,$1.04,$1.37,$1.33,$1.54,59.04%,Avocados,,
99,2285,2016-06-05,$0.81,$1.17,$1.18,$1.34,$1.67,65.43%,Avocados,,
100,2300,2016-05-29,$0.81,$0.99,$1.26,$1.17,$1.05,37.96%,Avocados,,
101,2315,2016-05-22,$0.83,$1.12,$1.05,$1.18,$1.25,38.55%,Avocados,,
102,2330,2016-05-15,$0.83,$1.12,$1.11,$0.92,$1.33,34.94%,Avocados,,
103,2344,2016-05-08,$0.72,$1.00,$1.05,$0.92,$1.25,46.53%,Avocados,,
104,2357,2016-05-01,$0.68,$1.06,$1.12,$0.92,$0.75,41.54%,Avocados,,
105,2369,2016-04-24,$0.54,$1.12,$1.24,$0.72,$1.47,110.65%,Avocados,,
106,2383,2016-04-17,$0.54,$1.19,$1.12,$0.99,$1.18,107.41%,Avocados,,
107,2396,2016-04-10,$0.54,$1.12,$1.18,$1.18,$1.48,129.63%,Avocados,,
108,2410,2016-04-03,$0.54,$1.11,$1.12,$1.11,$1.24,112.04%,Avocados,,
109,2423,2016-03-27,$0.54,$1.32,$1.20,$1.31,$1.36,140.28%,Avocados,,
110,2425,2016-03-20,$0.58,$1.32,$1.07,$1.12,$1.53,117.24%,Avocados,,
111,2443,2016-03-13,$0.56,$1.15,$1.18,$1.11,$1.37,114.73%,Avocados,,
112,2453,2016-03-06,$0.57,$1.19,$1.11,$1.36,$1.37,120.61%,Avocados,,
113,2475,2016-02-28,$0.57,$1.19,$1.26,$1.12,$1.42,118.86%,Avocados,,
114,2485,2016-02-21,$0.57,$1.24,$1.24,$1.18,$1.42,122.81%,Avocados,,
115,2497,2016-02-14,$0.57,$1.33,$1.25,$1.33,$1.03,116.67%,Avocados,,
116,2506,2016-02-07,$0.57,$1.18,$0.89,$1.16,$1.47,106.14%,Avocados,,
117,2528,2016-01-31,$0.57,$0.91,$0.83,$0.82,$1.16,63.16%,Avocados,,
118,2818,2015-09-06,$0.72,$1.12,$1.26,$1.38,$1.16,70.83%,Avocados,,
119,2820,2015-08-30,$0.71,$1.32,$1.26,$1.17,$1.48,84.15%,Avocados,,
120,2851,2015-08-23,$0.73,$1.32,$1.26,$1.11,$1.48,77.05%,Avocados,,
121,2864,2015-08-16,$0.73,$1.32,$1.26,$1.30,$1.75,92.81%,Avocados,,
122,2887,2015-08-09,$0.74,$1.29,$1.26,$1.12,$1.68,80.74%,Avocados,,
123,2910,2015-08-02,$0.78,$1.32,$1.32,$0.96,$1.48,62.82%,Avocados,,
124,2934,2015-07-19,$0.82,$1.05,$1.39,$1.11,$1.42,51.52%,Avocados,,
125,2950,2015-07-12,$0.82,$1.29,$1.32,$1.31,$1.75,72.87%,Avocados,,
126,2961,2015-07-05,$0.83,$1.19,$1.43,$1.12,$1.63,61.75%,Avocados,,
127,2985,2015-06-28,$0.82,$1.32,$1.24,$1.19,$1.35,55.49%,Avocados,,
128,3009,2015-06-21,$0.81,$1.19,$1.18,$1.19,$1.57,58.33%,Avocados,,
129,3014,2015-06-14,$0.81,$1.24,$1.37,$1.31,$1.35,62.65%,Avocados,,
130,3037,2015-06-07,$0.82,$1.12,$1.24,$1.00,$1.79,57.01%,Avocados,,
131,3061,2015-05-31,$0.82,$1.24,$1.24,$1.24,$1.50,59.15%,Avocados,,
132,3070,2015-05-24,$0.82,$1.07,$1.43,$1.19,$1.57,60.37%,Avocados,,
133,3094,2015-05-17,$0.82,$1.16,$1.18,$1.19,$1.67,58.54%,Avocados,,
134,3104,2015-05-10,$0.82,$1.19,$1.43,$1.25,$1.57,65.85%,Avocados,,
135,3113,2015-05-03,$0.82,$1.03,$1.24,$1.12,$1.31,43.29%,Avocados,,
136,3138,2015-04-26,$0.82,$0.94,$0.99,$1.04,$1.29,29.88%,Avocados,,
137,3150,2015-04-19,$0.80,$1.19,$1.18,$1.31,$1.78,70.63%,Avocados,,
138,3158,2015-04-12,$0.82,$1.07,$1.37,$1.12,$1.63,58.23%,Avocados,,
139,3170,2015-04-05,$0.81,$1.07,$1.43,$1.12,$2.04,74.69%,Avocados,,
140,3192,2015-03-29,$0.81,$1.19,$1.43,$1.19,$1.53,64.81%,Avocados,,
141,3202,2015-03-22,$0.82,$1.07,$1.12,$1.25,$1.52,51.22%,Avocados,,
142,3211,2015-03-15,$0.81,$1.19,$1.16,$1.19,$1.71,62.04%,Avocados,,
143,3222,2015-03-08,$0.82,$1.19,$1.29,$1.19,$1.71,64.02%,Avocados,,
144,3244,2015-03-01,$0.82,$1.07,$1.16,$1.24,$1.54,52.74%,Avocados,,
145,3256,2015-02-22,$0.82,$1.09,$1.36,$1.13,$1.63,58.84%,Avocados,,
146,3265,2015-02-15,$0.76,$1.19,$1.49,$1.23,$1.61,81.58%,Avocados,,
147,3275,2015-02-08,$0.72,$1.33,$1.43,$1.19,$1.69,95.83%,Avocados,,
148,3286,2015-02-01,$0.70,$1.02,$1.12,$1.25,$1.25,65.71%,Avocados,,
149,3307,2015-01-25,$0.71,$1.19,$1.01,$0.88,$1.52,61.97%,Avocados,,
150,3565,2014-09-17,$0.86,$1.37,$1.44,$1.25,$1.46,60.47%,Avocados,,
151,3569,2014-08-31,$0.83,$1.21,$1.25,$1.58,$1.39,63.55%,Avocados,,
152,3594,2014-08-24,$0.83,$1.33,$1.20,$1.31,$1.39,57.53%,Avocados,,
153,3614,2014-08-17,$0.80,$1.42,$1.09,$1.24,$1.58,66.56%,Avocados,,
154,3633,2014-08-17,$0.80,$1.42,$1.09,$0.00,$0.00,-21.56%,Avocados,,
155,3651,2014-08-10,$0.79,$1.48,$1.23,$1.17,$1.16,59.49%,Avocados,,
156,3667,2014-08-10,$0.79,$1.48,$1.23,$1.17,$1.16,59.49%,Avocados,,
157,3685,2014-08-03,$0.78,$1.42,$0.92,$1.39,$1.58,70.19%,Avocados,,
158,3709,2014-07-27,$0.79,$1.42,$1.50,$1.27,$1.58,82.59%,Avocados,,
159,3712,2014-07-20,$0.79,$1.42,$1.37,$1.41,$1.63,84.49%,Avocados,,
160,3735,2014-07-06,$0.81,$1.12,$1.43,$1.34,$1.71,72.84%,Avocados,,
161,3760,2014-06-29,$0.78,$1.30,$1.24,$1.34,$1.71,79.17%,Avocados,,
162,3766,2014-06-22,$0.81,$1.33,$1.11,$1.12,$1.67,61.42%,Avocados,,
163,3788,2014-06-15,$0.82,$1.39,$1.25,$1.13,$2.12,79.57%,Avocados,,
164,3812,2014-06-08,$0.84,$1.35,$1.63,$1.18,$1.42,66.07%,Avocados,,
165,3836,2014-06-01,$0.84,$1.28,$1.75,$1.26,$1.76,80.06%,Avocados,,
166,3841,2014-05-25,$0.81,$1.53,$1.68,$1.18,$1.76,89.81%,Avocados,,
167,3870,2014-05-18,$0.81,$1.66,$1.68,$1.18,$1.54,87.04%,Avocados,,
168,3877,2014-05-11,$0.83,$1.53,$1.68,$1.52,$1.71,93.98%,Avocados,,
169,3898,2014-05-04,$0.81,$1.41,$1.33,$1.12,$1.71,71.91%,Avocados,,
170,3911,2014-04-27,$0.81,$1.17,$1.21,$1.11,$1.42,51.54%,Avocados,,
171,3934,2014-04-23,$0.83,$1.31,$1.59,$1.31,$1.56,73.80%,Avocados,,
172,3943,2014-04-20,$0.83,$1.37,$1.59,$1.52,$1.67,85.24%,Avocados,,
173,3954,2014-04-13,$0.83,$1.31,$1.59,$1.31,$1.56,73.80%,Avocados,,
174,3966,2014-04-07,$0.84,$1.42,$1.56,$1.13,$1.92,79.46%,Avocados,,
175,3986,2014-03-30,$0.82,$1.12,$1.31,$0.93,$1.92,60.98%,Avocados,,
176,3996,2014-03-23,$0.80,$1.24,$1.56,$1.05,$1.79,76.25%,Avocados,,
177,4007,2014-03-16,$0.79,$1.24,$1.26,$1.12,$1.63,66.14%,Avocados,,
178,4027,2014-03-09,$0.79,$1.24,$1.36,$1.13,$1.58,68.04%,Avocados,,
179,4038,2014-03-02,$0.78,$1.12,$1.45,$1.13,$1.44,64.74%,Avocados,,
180,4049,2014-02-23,$0.76,$1.24,$1.43,$1.10,$1.44,71.38%,Avocados,,
181,4316,2013-09-22,$0.93,$1.33,$1.56,$1.18,$1.87,59.68%,Avocados,,
182,4324,2013-09-15,$0.92,$1.36,$1.63,$0.91,$1.91,57.88%,Avocados,,
183,4335,2013-09-01,$0.89,$1.11,$1.19,$0.98,$1.91,45.79%,Avocados,,
184,4366,2013-08-25,$0.84,$1.24,$1.51,$1.05,$1.89,69.35%,Avocados,,
185,4379,2013-08-18,$0.81,$1.24,$1.27,$0.97,$1.91,66.36%,Avocados,,
186,4385,2013-08-11,$0.79,$1.16,$1.06,$1.12,$1.91,66.14%,Avocados,,
187,4407,2013-08-04,$0.78,$1.28,$1.41,$1.18,$1.79,81.41%,Avocados,,
188,4432,2013-07-28,$0.77,$1.21,$1.37,$0.85,$1.87,72.08%,Avocados,,
189,4438,2013-07-21,$0.74,$1.18,$1.40,$0.92,$2.00,85.81%,Avocados,,
190,4467,2013-07-14,$0.51,$1.08,$1.25,$1.05,$1.87,157.35%,Avocados,,
191,4485,2013-07-07,$0.77,$1.21,$1.20,$1.12,$1.62,67.21%,Avocados,,
192,4493,2013-06-30,$0.77,$1.06,$1.26,$0.91,$1.67,59.09%,Avocados,,
193,4514,2013-06-23,$0.76,$1.21,$1.45,$0.76,$1.75,70.07%,Avocados,,
194,4538,2013-06-16,$0.76,$1.22,$1.17,$1.20,$1.79,76.97%,Avocados,,
195,4562,2013-06-09,$0.77,$1.22,$1.45,$1.12,$1.71,78.57%,Avocados,,
196,4568,2013-06-02,$0.77,$1.22,$1.32,$1.19,$1.54,71.10%,Avocados,,
197,4592,2013-05-26,$0.78,$1.22,$1.25,$1.38,$1.39,67.95%,Avocados,,
198,4600,2013-05-19,$0.77,$1.22,$1.01,$1.12,$1.12,45.13%,Avocados,,
199,4627,2013-05-12,$0.73,$1.22,$1.12,$1.19,$1.50,72.26%,Avocados,,
200,4636,2013-05-05,$0.69,$1.07,$1.31,$1.03,$1.24,68.48%,Avocados,,
201,4647,2013-04-28,$0.68,$1.09,$0.73,$0.72,$1.12,34.56%,Avocados,,
202,4670,2013-04-21,$0.68,$1.19,$1.27,$1.10,$1.41,82.72%,Avocados,,
203,4679,2013-04-14,$0.68,$1.14,$1.32,$0.89,$1.41,75.00%,Avocados,,
204,4690,2013-04-07,$0.67,$1.05,$1.20,$0.91,$1.41,70.52%,Avocados,,
205,4699,2013-03-31,$0.67,$1.17,$1.20,$1.06,$1.63,88.81%,Avocados,,
206,4721,2013-03-24,$0.67,$1.17,$1.23,$1.16,$1.56,91.04%,Avocados,,
207,4731,2013-03-17,$0.68,$1.17,$1.20,$0.92,$1.48,75.37%,Avocados,,
208,4742,2013-03-10,$0.62,$1.12,$0.92,$0.97,$1.40,77.82%,Avocados,,
209,5028,2012-10-07,$0.59,$1.17,$1.29,$1.09,$1.37,108.47%,Avocados,,
210,5052,2012-09-30,$0.57,$1.29,$1.22,$1.04,$1.50,121.49%,Avocados,,
211,5066,2012-09-23,$0.56,$1.24,$1.48,$0.87,$2.00,149.55%,Avocados,,
212,5082,2012-09-16,$0.56,$1.29,$0.97,$1.05,$1.38,109.38%,Avocados,,
213,5106,2012-09-09,$0.56,$1.24,$1.22,$1.12,$1.38,121.43%,Avocados,,
214,5111,2012-09-02,$0.56,$1.14,$1.41,$1.19,$1.38,128.57%,Avocados,,
215,5136,2012-08-26,$0.58,$1.14,$1.31,$1.25,$1.50,124.14%,Avocados,,
216,5160,2012-08-19,$0.58,$1.32,$1.25,$0.75,$1.50,107.76%,Avocados,,
217,5171,2012-08-12,$0.62,$1.27,$1.45,$1.06,$1.25,102.82%,Avocados,,
218,5182,2012-08-12,$0.62,$1.27,$1.45,$1.06,$1.25,102.82%,Avocados,,
219,5210,2012-08-05,$0.60,$1.32,$1.33,$1.06,$1.56,119.58%,Avocados,,
220,5217,2012-07-29,$0.56,$1.14,$1.31,$0.99,$1.50,120.54%,Avocados,,
221,5239,2012-07-22,$0.56,$1.32,$1.45,$0.62,$1.33,110.71%,Avocados,,
222,5267,2012-07-15,$0.58,$1.30,$1.33,$0.93,$1.67,125.43%,Avocados,,
223,5271,2012-07-08,$0.60,$1.14,$1.25,$0.93,$1.42,97.50%,Avocados,,
224,5293,2012-07-01,$0.66,$1.32,$1.19,$1.50,$1.63,113.64%,Avocados,,
225,5318,2012-06-24,$0.68,$1.23,$1.39,$1.05,$2.00,108.46%,Avocados,,
226,5323,2012-06-17,$0.69,$1.27,$1.45,$0.99,$1.88,102.54%,Avocados,,
227,5344,2012-06-10,$0.72,$1.27,$1.25,$1.11,$1.67,84.03%,Avocados,,
228,5373,2012-06-03,$0.72,$1.22,$1.25,$1.11,$1.67,82.29%,Avocados,,
229,5380,2012-05-27,$0.72,$1.13,$1.51,$1.16,$1.50,84.03%,Avocados,,
230,5403,2012-05-20,$0.70,$1.26,$1.45,$1.05,$1.63,92.50%,Avocados,,
231,5415,2012-05-13,$0.69,$1.26,$1.37,$0.98,$1.31,78.26%,Avocados,,
232,5431,2012-05-13,$0.69,$1.26,$1.37,$0.98,$1.31,78.26%,Avocados,,
233,5447,2012-05-06,$0.69,$1.13,$1.17,$1.05,$1.16,63.41%,Avocados,,
234,5466,2012-04-29,$0.71,$1.17,$0.97,$0.79,$1.73,64.08%,Avocados,,
235,5479,2012-04-22,$0.73,$1.27,$1.45,$1.11,$1.31,76.03%,Avocados,,
236,5490,2012-04-15,$0.73,$1.27,$1.39,$0.99,$1.73,84.25%,Avocados,,
237,5501,2012-04-08,$0.72,$1.23,$0.98,$1.02,$1.50,64.24%,Avocados,,
238,5521,2012-04-08,$0.72,$1.23,$0.98,$1.02,$1.50,64.24%,Avocados,,
239,5533,2012-04-01,$0.71,$1.22,$1.45,$1.18,$1.19,77.46%,Avocados,,
240,5542,2012-03-25,$0.68,$1.09,$1.45,$1.10,$1.48,88.24%,Avocados,,
241,5553,2012-03-18,$0.67,$1.22,$1.43,$1.31,$1.42,100.75%,Avocados,,
242,5574,2012-03-11,$0.67,$1.18,$1.41,$1.16,$1.37,91.04%,Avocados,,
243,5585,2012-03-04,$0.67,$1.17,$1.17,$0.92,$1.48,76.87%,Avocados,,
244,5597,2012-02-26,$0.67,$1.27,$1.29,$1.14,$1.48,93.28%,Avocados,,
245,5932,2011-09-11,$1.04,$1.92,$2.16,$1.73,$2.20,92.55%,Avocados,,
246,5966,2011-09-04,$1.04,$1.67,$2.28,$1.52,$2.32,87.26%,Avocados,,
247,5979,2011-08-28,$1.10,$1.70,$2.11,$1.71,$2.32,78.18%,Avocados,,
248,6000,2011-08-21,$1.15,$1.92,$2.23,$1.82,$2.32,80.22%,Avocados,,
249,6024,2011-08-14,$1.14,$1.96,$1.91,$1.79,$2.32,75.00%,Avocados,,
250,6027,2011-08-07,$1.12,$1.67,$2.02,$1.82,$2.57,80.36%,Avocados,,
251,6049,2011-07-31,$1.05,$1.66,$1.99,$1.79,$2.32,84.76%,Avocados,,
252,6077,2011-07-24,$1.05,$1.66,$1.99,$1.79,$2.32,84.76%,Avocados,,
253,6098,2011-07-17,$1.06,$1.79,$2.02,$1.84,$1.95,79.25%,Avocados,,
254,6103,2011-07-10,$1.13,$1.79,$2.02,$1.74,$2.57,79.65%,Avocados,,
255,6125,2011-07-03,$1.13,$1.67,$2.02,$1.76,$2.57,77.43%,Avocados,,
256,6150,2011-06-26,$1.13,$1.74,$1.82,$1.70,$2.57,73.23%,Avocados,,
257,6166,2011-06-19,$1.12,$1.94,$1.71,$1.42,$2.13,60.71%,Avocados,,
258,6178,2011-06-12,$1.01,$3.41,$1.71,$1.43,$2.13,114.85%,Avocados,,
259,6203,2011-06-05,$1.04,$1.32,$1.71,$1.53,$2.00,57.69%,Avocados,,
260,6212,2011-05-29,$0.97,$1.57,$1.64,$0.92,$1.87,54.64%,Avocados,,
261,6236,2011-05-22,$0.96,$0.87,$1.71,$1.49,$2.13,61.46%,Avocados,,
262,6246,2011-05-15,$0.93,$1.16,$1.94,$1.07,$2.13,69.35%,Avocados,,
263,6266,2011-05-08,$0.94,$0.79,$1.76,$1.09,$2.13,53.46%,Avocados,,
264,6279,2011-05-01,$0.97,$1.43,$1.75,$1.09,$2.13,64.95%,Avocados,,
265,6290,2011-04-24,$0.97,$1.00,$1.82,$1.37,$2.00,59.54%,Avocados,,
266,6300,2011-04-17,$0.99,$1.58,$1.62,$1.25,$2.17,67.17%,Avocados,,
267,6322,2011-04-10,$0.99,$1.00,$2.07,$1.67,$2.04,71.21%,Avocados,,
268,6333,2011-04-03,$1.01,$1.37,$1.92,$0.92,$2.00,53.71%,Avocados,,
269,6342,2011-03-27,$1.03,$1.00,$1.37,$1.54,$2.04,44.42%,Avocados,,
270,6366,2011-03-20,$1.02,$1.00,$1.87,$1.17,$1.88,45.10%,Avocados,,
271,6374,2011-03-13,$1.03,$1.37,$1.82,$1.69,$1.67,58.98%,Avocados,,
272,6385,2011-03-06,$1.01,$0.87,$1.79,$1.76,$1.75,52.72%,Avocados,,
273,6589,2010-11-14,$0.60,$1.18,$1.56,$1.25,$1.42,125.42%,Avocados,,
274,6594,2010-11-07,$0.60,$0.63,$1.57,$1.22,$1.29,96.25%,Avocados,,
275,6620,2010-10-31,$0.52,$1.22,$1.82,$1.33,$1.50,182.21%,Avocados,,
276,6626,2010-10-24,$0.64,$0.98,$1.66,$1.00,$1.41,97.27%,Avocados,,
277,6650,2010-10-17,$0.58,$1.07,$1.58,$1.28,$1.41,130.17%,Avocados,,
278,6675,2010-10-10,$0.61,$0.67,$1.57,$1.36,$1.41,105.33%,Avocados,,
279,6679,2010-10-03,$0.59,$1.33,$1.55,$1.04,$1.41,125.85%,Avocados,,
280,6701,2010-09-26,$0.61,$1.14,$1.25,$1.48,$1.47,118.85%,Avocados,,
281,6725,2010-09-19,$0.65,$0.96,$1.69,$1.31,$1.25,100.38%,Avocados,,
282,6748,2010-09-12,$0.68,$1.14,$1.69,$1.17,$1.39,98.16%,Avocados,,
283,6771,2010-09-05,$0.70,$0.89,$1.38,$1.29,$1.41,77.50%,Avocados,,
284,6773,2010-08-29,$0.69,$1.05,$1.52,$1.25,$1.47,91.67%,Avocados,,
285,6794,2010-08-22,$0.65,$1.04,$1.57,$1.15,$1.39,98.08%,Avocados,,
286,6817,2010-08-15,$0.58,$1.05,$1.69,$1.32,$1.47,138.36%,Avocados,,
287,6840,2010-08-08,$0.52,$0.86,$1.66,$1.36,$1.22,145.19%,Avocados,,
288,6867,2010-08-01,$0.54,$1.04,$1.79,$1.22,$1.39,151.85%,Avocados,,
289,6871,2010-07-25,$0.60,$1.39,$1.41,$1.21,$1.39,125.00%,Avocados,,
290,6893,2010-07-18,$0.61,$1.01,$1.79,$1.27,$1.47,127.05%,Avocados,,
291,6919,2010-07-11,$0.62,$1.10,$1.74,$1.20,$1.47,122.18%,Avocados,,
292,6924,2010-07-04,$0.61,$1.22,$1.79,$1.21,$1.47,133.20%,Avocados,,
293,6947,2010-06-27,$0.58,$1.03,$1.79,$1.12,$1.47,133.19%,Avocados,,
294,6974,2010-06-20,$0.59,$1.14,$1.33,$1.25,$1.47,119.92%,Avocados,,
295,6994,2010-06-13,$0.58,$1.00,$1.68,$1.38,$1.47,138.36%,Avocados,,
296,7000,2010-06-06,$0.60,$1.06,$1.57,$1.19,$1.19,108.75%,Avocados,,
297,7022,2010-05-30,$0.55,$1.05,$1.68,$1.27,$1.47,148.64%,Avocados,,
298,7048,2010-05-23,$0.61,$0.98,$1.68,$1.06,$1.47,112.70%,Avocados,,
299,7057,2010-05-16,$0.57,$1.05,$1.42,$0.98,$1.39,112.28%,Avocados,,
300,7069,2010-05-09,$0.58,$1.08,$1.86,$1.51,$1.42,153.02%,Avocados,,
